CellID,Length,Synapses,Density,Degree,WeightedDegree
80043,184.8926,136,0.73556216,0,38
78581,182.3125,220,1.2067192,13,93
79206,188.0088,178,0.94676419,5,23
79680,184.5382,252,1.3655709,5,54
78412,185.2966,280,1.5110909,12,112
79199,184.3484,210,1.1391474,3,25
80470,180.8777,260,1.4374353,5,33
79820,201.2993,266,1.3214154,10,53
78185,191.4105,206,1.076221,14,60
79740,183.8903,176,0.95709235,5,17
80609,184.6387,189,1.0236207,3,50
80199,180.422,107,0.59305406,6,51
76941,196.0379,182,0.92839191,5,66
78239,187.8003,192,1.0223626,20,157
76957,189.9192,234,1.2321029,4,70
79164,187.3883,248,1.3234551,5,42
79166,189.3011,306,1.6164724,5,44
76353,188.3174,286,1.5187126,1,52
79726,187.2291,184,0.98275322,7,55
79969,187.3869,198,1.0566374,10,40
77025,200.4652,155,0.77320153,8,37
79121,191.82,377,1.9653842,4,42
80224,183.8215,69,0.37536414,8,12
79507,213.4478,256,1.1993565,4,32
79801,188.0542,425,2.2599867,2,39
80284,194.5824,250,1.2848027,8,19
78913,193.8523,111,0.57260089,6,18
76266,189.7608,277,1.4597325,2,126
79315,190.5711,309,1.6214421,4,49
81017,213.071,79,0.37076843,12,35
78842,190.0928,239,1.2572807,1,26
77802,183.0827,197,1.0760165,12,73
79159,187.4009,256,1.3660553,3,38
78258,193.7927,130,0.6708199,21,120
76864,196.4264,487,2.4793001,1,20
79958,195.8014,147,0.75076072,3,31
79136,196.174,290,1.4782795,4,46
81139,192.6652,106,0.5501772,26,61
79793,196.0226,292,1.4896242,11,77
77472,190.9728,130,0.68072521,10,50
78782,192.3297,186,0.96708933,3,34
81581,195.9881,148,0.75514789,10,20
79434,196.035,190,0.96921468,1,8
79128,195.755,295,1.5069858,4,61
79662,199.4462,204,1.0228322,3,54
76264,197.5464,356,1.8021083,10,111
78783,198.0705,230,1.1612027,11,47
79716,201.9296,266,1.3172908,1,20
81089,197.2542,159,0.80606649,2,32
79818,210.193,375,1.7840746,4,19
77894,206.6986,246,1.1901387,12,97
80496,215.4597,70,0.32488674,18,57
79139,199.4968,303,1.5188214,5,56
79699,200.4221,184,0.91806243,14,55
79872,199.1983,189,0.94880328,12,54
81114,200.8055,106,0.52787399,3,13
78280,203.9768,187,0.91677093,4,51
79908,199.0071,420,2.1104775,12,84
79787,206.2014,391,1.8962044,3,54
78845,204.9152,217,1.0589746,1,2
79965,202.7006,205,1.0113438,7,43
80187,212.3261,133,0.62639497,23,64
78863,204.3073,134,0.65587475,4,31
79251,207.1947,114,0.55020712,4,15
79684,207.1863,196,0.9460085,1,27
77779,220.5667,96,0.43524249,33,92
80937,209.8,253,1.2059104,9,37
79968,206.55,156,0.75526507,5,32
79775,200.9219,245,1.2193793,6,41
78142,207.2051,135,0.65152836,5,23
79694,207.097,301,1.4534252,1,31
80229,201.1012,406,2.018884,1,38
78154,212.1155,137,0.64587454,5,45
80357,211.8692,154,0.72686356,25,149
80490,214.5252,79,0.3682551,13,26
79979,208.3776,176,0.84462054,7,35
78177,208.3247,307,1.4736611,11,61
78843,209.4626,278,1.3272059,2,20
79941,212.7765,137,0.6438681,7,29
79455,211.3704,373,1.7646747,6,45
80582,212.6332,338,1.5895918,6,52
78261,213.3417,165,0.77340717,11,91
80232,211.3308,341,1.613584,6,89
78965,217.2329,158,0.72732998,5,31
79271,203.8028,253,1.2413961,2,68
78231,215.7548,187,0.86672463,22,204
79817,213.6064,166,0.77713027,2,25
81494,207.1959,113,0.54537759,15,50
78188,216.7568,362,1.6700745,5,38
80825,224.4764,179,0.79741122,6,18
79759,210.882,235,1.1143673,7,36
81489,217.3862,153,0.70381653,9,40
81643,220.1511,135,0.6132152,21,55
78340,218.5955,193,0.8829093,1,61
78680,220.6988,125,0.56638278,48,108
79704,215.5004,190,0.8816689,5,42
79422,238.3791,373,1.5647345,2,29
79509,222.2389,269,1.2104092,6,48
79193,212.5864,177,0.83260265,7,37
79861,216.9939,206,0.94933544,14,58
81574,247.7636,129,0.52065759,11,32
76407,215.2757,271,1.2588509,10,64
78964,218.1554,259,1.1872271,4,41
80689,216.2296,221,1.0220617,6,50
79728,215.6638,233,1.0803853,17,46
81432,227.827,109,0.4784332,21,44
76474,218.9463,484,2.2105877,1,24
76858,220.4984,440,1.9954793,0,88
